transaction_id,store_id,product_id,quantity,unit_price,transaction_time,ingestion_time,source_batch
35f68f37-91c8-4728-acdf-6cfe7d03ae74,STR-011,PRD-0152,5,331.02,2026-05-25 16:09:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
498a5135-88fe-4c42-affe-2748d8ddd9a2,STR-012,PRD-0044,2,256.9,2026-05-25 15:41:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
dd95fd4b-a413-42dc-8e23-0d0fbcfedd26,STR-019,PRD-0429,2,468.66,2026-05-25 15:57:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
08c10e79-969b-4fd4-b458-dbb8c78e2f57,STR-015,PRD-0062,4,306.28,2026-05-25 16:22:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
d1f374fd-57f7-447c-9626-e14309460ff0,STR-002,PRD-0005,5,166.67,2026-05-25 16:53:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
6cbe8d78-520b-4595-b6e1-952cdd22f84b,STR-020,PRD-0286,3,169.28,2026-05-25 16:32:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
4aa91f6d-751c-47c7-9120-27b6cb5059e9,STR-010,PRD-0015,2,400.03,2026-05-25 16:33:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
03fadaba-c4bc-431c-9c0d-8a72d32bf0d8,STR-001,PRD-0474,3,130.5,2026-05-25 16:36:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
6f37ae5d-63c7-454e-b2c9-0430e49aeec7,STR-013,PRD-0200,1,499.33,2026-05-25 16:58:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
00d2e8fc-c61a-4d44-9af1-1a1fc2dce744,STR-009,PRD-0003,2,N/A,2026-05-25 16:27:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
f6937383-a6e8-4deb-9a6b-cedb27d5aa60,STR-007,PRD-0358,-3,225.56,2026-05-25 16:54:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
22f7b2f9-8796-4f2a-9038-59a472e1ab8d,STR-018,PRD-0115,2,239.5,2026-05-25 16:52:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
5af875a9-3351-4d13-8114-22a632f72bc5,STR-003,PRD-0037,3,489.09,2026-05-25 16:29:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
90e9a301-8b36-4f24-a17e-3f37ddadd6ef,STR-007,PRD-0423,3,368.83,2026-05-25 15:58:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
1d93e81e-1dc9-4f27-9e62-f369bc0eb79a,STR-003,PRD-0382,-3,364.16,2026-05-25 15:39:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
73e2905c-c623-4584-a564-34c37888a437,STR-004,PRD-0440,4,377.54,2026-05-25 16:35:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
3dde4731-fef2-447f-a95c-531b7f120c6f,STR-011,PRD-0312,5,409.09,2026-05-25 16:14:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
061328c8-d375-4332-ade2-16d8cc5f80a5,STR-016,PRD-0153,5,29.93,2026-05-25 15:41:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
d4062215-aa56-48d1-8ff4-c96395048d46,STR-004,PRD-0038,4,75.66,2026-05-25 17:03:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
37e5c86d-037a-420c-a381-86dd2e7d811f,STR-010,PRD-0372,5,260.39,2026-05-25 16:59:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
bc5992bc-3dab-411e-8e18-d987de86fde8,STR-009,PRD-0331,4,353.13,2026-05-25 16:24:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
f8f82c0a-6bc2-4cde-8aa6-7b5f5d11a7ef,STR-011,PRD-0429,4,341.58,2026-05-25 15:40:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
446a0bcd-ac8d-45d3-8df1-58aef68e666d,STR-014,PRD-0239,3,80.09,2026-05-25 16:13:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
c700a2f1-d227-47e5-b3f7-3297a121d38d,STR-015,PRD-0104,2,420.58,2026-05-25 15:40:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
83f6a48c-2b19-4735-b640-3797674e2566,STR-017,PRD-0067,1,295.78,2026-05-25 16:18:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
37af99f1-a3ac-4676-88e5-0f9feb11e816,STR-009,PRD-0363,5,178.85,2026-05-25 15:54:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
17da1995-9f67-416c-88fc-827c1f59681c,STR-004,PRD-0004,4,308.48,2026-05-25 17:01:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
c85d8ff0-40b3-4618-b370-cc79ac59e54f,STR-016,PRD-0380,3,77.13,2026-05-25 16:35:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
a58d762a-eb93-48f9-9dab-11af1da7791e,STR-018,PRD-0484,1,67.93,2026-05-25 16:54:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
c84348bd-fed5-47a7-8588-6a00210a0a42,STR-012,PRD-0095,2,155.19,2026-05-25 16:42:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
91c2bd2c-ca2d-4b4a-9d42-d8275cdbf236,STR-006,PRD-0119,1,75.05,2026-05-25 15:54:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
16e9a948-3508-45ef-952d-a53a29f05985,STR-004,PRD-0065,5,411.66,2026-05-25 16:33:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
95bcdaf3-06b6-4b2d-af72-6740372bda4d,STR-011,PRD-0211,3,408.21,2026-05-25 15:52:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
ddbbb5ce-f104-4dde-aa07-e638e58a871e,STR-015,PRD-0425,2,456.12,2026-05-25 15:51:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
15658423-7e02-43c4-a48e-a0a2a3c61e30,STR-012,PRD-0449,5,499.51,2026-05-25 16:21:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
5f46df67-9ccd-452c-83ed-3531e77306ed,STR-006,PRD-0007,1,140.04,2026-05-22 21:04:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
b9a79063-ec13-40c5-ae02-cb682f697fa3,STR-012,PRD-0264,0,152.28,2026-05-25 16:46:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
a935792f-439e-4340-afc0-fd775af83540,STR-008,PRD-0304,5,392.26,2026-05-25 16:03:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
e69354f6-740c-4bfd-b585-7092514afc6b,STR-002,PRD-0379,4,436.11,2026-05-25 15:48:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
4a87b587-a6da-4955-8eb9-bc1ac59bf7ac,STR-013,PRD-0028,2,6.7,2026-05-25 16:22:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
cc0eab76-a1e2-4e0f-a75e-08bb0e8c4779,STR-001,PRD-0161,5,405.97,2026-05-23 12:04:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
3bf79729-26f5-4907-aa8a-a3853f8b673e,STR-007,PRD-0351,3,278.55,2026-05-25 16:28:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
a91ee390-fad7-47b1-9d25-af4d73cfa8c7,STR-014,PRD-0160,5,278.09,2026-05-25 15:58:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
81baf503-1d32-4fe8-b962-b9d6ce1aea81,STR-002,PRD-0398,4,381.4,2026-05-25 16:42:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
c1040215-a029-401a-bf25-ca2d89b5eae8,STR-016,PRD-0078,2,214.11,2026-05-25 15:34:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
85780aae-956e-4197-8297-16b7afba2757,STR-020,PRD-0312,5,295.09,2026-05-25 15:56:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
1f7ad13b-cc81-4c4f-bcc5-3a44151da58e,STR-017,PRD-0065,3,387.59,2026-05-25 16:10:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
f28c44f9-9b76-48af-ae74-c25f55bc3bc7,STR-015,PRD-0164,4,218.75,2026-05-25 16:26:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
9e90b486-de60-4728-92ac-c088c25aa2d4,STR-020,PRD-0191,1,8.16,2026-05-25 15:46:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
a5c68a5e-2f27-43d3-b325-7001efe90bc9,STR-019,PRD-0311,5,27.88,2026-05-25 16:57:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
d98254f9-9d13-4c7f-976f-eba44578530a,STR-002,PRD-0343,3,354.58,2026-05-25 16:47:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
d36a30bc-054d-4b9a-9845-67e1deddf4d3,STR-014,PRD-0457,5,421.04,2026-05-25 15:53:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
fa76b883-d717-4b78-a496-60d5695ec2e0,STR-013,PRD-0326,2,412.14,2026-05-25 15:52:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
10fefa67-58f3-44ea-a8e9-f8fc4e1a73d4,STR-016,PRD-0341,4,360.81,2026-05-25 16:52:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
12d6ed87-9139-435d-9532-0e2da79646cc,STR-019,PRD-0018,5,397.6,2026-05-25 16:49:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
64cdefa8-5c63-445e-962f-a1f17379d1ca,STR-007,PRD-0125,5,462.89,2026-05-25 16:16:23.820826,2026-05-25 17:04:23.820826,batch_03.csv
